"country","asin","sales_rank","daily_units","price","stars","reviews","insert_date","rank_small"
"美国","B07HNXVZXX","5760","3","43.99","4.6","164","2019-12-24","105"
"美国","B07HNXPXXX","5217","3","47.99","4.5","131","2019-12-24","98"
"美国","B01N4876XX","7575","2","46.99","4.6","164","2019-12-24","187"
"美国","B01M29YGXX","15372","1","50.99","4.6","164","2019-12-24","347"
"美国","B076KFB4XX","118","56","49.99","4.7","995","2019-12-25","4"
"美国","B072JT9WXX","481","22","79.99","4.7","909","2019-12-25","14"
"美国","B073Q6KLXX","27","140","59.99","4.7","964","2019-12-25","2"
"美国","B01M1L6OXX","1260","11","69.99","4.7","1273","2019-12-25","33"
"美国","B01MTZ4JXX","132","53","39.99","4.3","1233","2019-12-25","5"
"美国","B01F543PXX","6","267","51.49","4.6","2603","2019-12-25","1"
"美国","B01M29YGXX","19930","0","50.99","4.6","164","2019-12-25","391"
"美国","B077ZRP3XX","321","29","38.59","4.3","466","2019-12-25","9"
"美国","B07QBPSQXX","29795","4","29.99","4.9","25","2019-12-25","43"
"美国","B07QBPTNXX","85905","1","42.99","4.9","25","2019-12-25","112"
"美国","B07QLPG6XX","111705","1","38.99","4.6","34","2019-12-25","142"
"美国","B07QPR1PXX","37208","3","33.99","4.6","34","2019-12-25","57"
"美国","B07QLPG8XX","145909","0","-1","4.6","34","2019-12-25","176"
"美国","B07S16PZXX","300198","0","-1","4.8","17","2019-12-25","901"
"美国","B07S291NXX","118949","0","6.9","4.8","17","2019-12-25","386"
"美国","B07S4HN2XX","124059","0","6.9","5.0","2","2019-12-25","-1"
"美国","B07QW51WXX","125626","0","9.99","4.1","15","2019-12-25","-1"
"美国","B07QZBDQXX","177946","0","-1","4.1","15","2019-12-25","-1"
"美国","B07TB3QWXX","77652","0","19.99","4.5","7","2019-12-25","-1"
"美国","B07TB311XX","109390","0","19.99","4.5","7","2019-12-25","-1"
"美国","B07QV4QTXX","159062","0","8.99","3.8","28","2019-12-25","4090"
"美国","B07R1HZVXX","129853","0","8.99","3.8","28","2019-12-25","3370"
"美国","B07QV4S8XX","58884","0","8.99","3.8","28","2019-12-25","1338"
"美国","B07QY6R8XX","105326","0","8.99","3.8","28","2019-12-25","2651"
"美国","B07R2KP9XX","151986","0","8.99","3.8","28","2019-12-25","3926"
"美国","B07QFR2XXX","2845","5","24.99","4.8","15","2019-12-25","26"
"日本","B07R8XZPXX","2745","-1","2680.0","4.5","10","2019-12-25","44"
"日本","B07R5RLPXX","2188","-1","2680.0","4.5","10","2019-12-25","32"
"日本","B07VNCB3XX","562","-1","2860.0","4.5","10","2019-12-25","10"
"日本","B07VPBDCXX","18221","-1","5880.0","4.5","10","2019-12-25","258"
"日本","B07RB45KXX","34564","-1","2660.0","4.5","10","2019-12-25","508"
"日本","B07RB45XXX","10917","-1","2680.0","4.5","10","2019-12-25","143"
"加拿大","B078NT86XX","957","13","39.99","4.1","38","2019-12-25","39"
"加拿大","B078NTCXXX","11796","1","-1","4.1","38","2019-12-25","288"
"美国","B07HDYXTXX","-1","-1","-1",,"-1","2019-12-25","-1"
"美国","B07FNMKFXX","101657","0","-1","4.1","4","2019-12-25","-1"
"美国","B07FNPP7XX","8467","2","38.99","4.1","14","2019-12-25","180"
"美国","B07FNP5XXX","58522","0","-1","4.1","14","2019-12-25","1114"
"美国","B07DJ3B1XX","52798","0","-1","4.7","65","2019-12-25","989"
"美国","B07DJ32VXX","19146","0","47.99","4.3","466","2019-12-25","376"
"美国","B07TYV11XX","37161","0","46.99","4.7","65","2019-12-25","686"
"美国","B07TSH3BXX","9433","1","45.99","4.7","65","2019-12-25","192"
"美国","B07VMXD6XX","7584","2","36.99","4.3","466","2019-12-25","167"
"美国","B07PSGNTXX","4830","3","36.99","4.3","464","2019-12-25","113"
"美国","B07DJ4ZGXX","714","17","36.99","4.3","466","2019-12-25","21"
"美国","B07DJ429XX","949","13","38.99","4.3","466","2019-12-25","25"
"美国","B07Y4ZTBXX","2371","6","43.99","4.3","464","2019-12-25","61"
"美国","B07DJ3WCXX","1165","11","43.99","4.3","466","2019-12-25","30"
"美国","B078NVL7XX","538","21","38.99","4.3","466","2019-12-25","16"
"美国","B07KF8L7XX","722","17","37.99","4.3","466","2019-12-25","15"
"美国","B077ZRP3XX","321","29","38.59","4.3","466","2019-12-25","9"
"日本","B07X9LFKXX","3768","-1","3280.0","4.4","7","2019-12-25","55"
"日本","B07XCMZ1XX","3014","-1","3080.0","4.4","7","2019-12-25","47"
"日本","B07D8RK7XX","15756","-1","-1","3.8","35","2019-12-25","30"
"加拿大","B072XDH9XX","12755","1","-1","3.5","20","2019-12-25","34"
"加拿大","B072LW84XX","4699","3","119.99","3.8","35","2019-12-25","10"
"加拿大","B072PRCLXX","9899","1","-1","2.4","20","2019-12-25","27"
"加拿大","B074M715XX","13428","1","-1","4.2","133","2019-12-25","324"
"加拿大","B074M766XX","305","30","45.99","4.2","133","2019-12-25","9"
"加拿大","B074M6KGXX","146","49","39.99","4.2","133","2019-12-25","4"
"加拿大","B072LW5WXX","12270","1","-1","3.9","17","2019-12-25","295"
"加拿大","B072J9CLXX","8871","1","-1","3.8","31","2019-12-25","215"
"加拿大","B072FPR1XX","11139","1","-1","3.9","18","2019-12-25","272"
"加拿大","B07175FDXX","13340","1","-1","4.0","6","2019-12-25","322"
"美国","B07PPGQZXX","37558","0","89.99","4.1","44","2019-12-25","569"
"美国","B07PN9S8XX","5791","3","89.99","4.1","44","2019-12-25","114"
"美国","B07PQLD9XX","45957","0","-1","4.1","44","2019-12-25","695"
"美国","B07PRL2MXX","25700","0","-1","4.1","44","2019-12-25","386"
"美国","B07TS5LSXX","26660","0","-1","4.1","44","2019-12-25","410"
"美国","B071FH4HXX","26342","0","-1","4.1","44","2019-12-25","399"
"美国","B07WMMMDXX","85603","0","-1","4.0","57","2019-12-25","446"
"美国","B07WNT69XX","51141","0","39.99","3.1","4","2019-12-25","789"
"美国","B07WJYSSXX","733","16","54.99","4.0","57","2019-12-25","3"
"美国","B07WYXSMXX","54857","0","-1","4.0","57","2019-12-25","845"
"日本","B07R7PRDXX","1823","-1","8099.0","4.1","11","2019-12-25","13"
"日本","B07R9XMRXX","829","-1","8099.0","4.1","11","2019-12-25","7"
"日本","B07WCSYQXX","29025","-1","-1","1.0","3","2019-12-25","191"
"日本","B07R8TS8XX","5208","-1","5699.0","2.0","1","2019-12-25","37"
"加拿大","B071NTQRXX","8018","2","-1","3.7","119","2019-12-25","22"
"加拿大","B071L7RYXX","9768","1","-1","3.7","119","2019-12-25","26"
"加拿大","B0748DQ4XX","6185","2","-1","3.7","119","2019-12-25","15"
"加拿大","B07HSTK9XX","16357","1","-1","4.0","152","2019-12-25","392"
"加拿大","B071RZWGXX","20169","0","-1","4.0","152","2019-12-25","458"
"加拿大","B071S19TXX","18213","0","-1","4.0","152","2019-12-25","423"
"加拿大","B072BP12XX","4850","3","45.99","4.0","152","2019-12-25","131"
"美国","B07JXYLXXX","10300","1","-1","4.2","25","2019-12-25","175"
"美国","B07JD8ZHXX","86344","0","-1","3.7","18","2019-12-25","291"
"美国","B07HNJZDXX","106052","0","-1","3.8","56","2019-12-25","580"
"美国","B07JW2WSXX","78449","0","-1","3.8","56","2019-12-25","401"
"美国","B07J4S5DXX","60298","0","-1","4.4","29","2019-12-25","1153"
"美国","B07JXYSLXX","80334","0","-1","4.4","32","2019-12-25","1516"
"美国","B07PX249XX","123856","0","-1","4.6","30","2019-12-25","408"
"美国","B07NRMHCXX","49631","0","15.99","4.6","30","2019-12-25","196"
"美国","B07Q2BHCXX","15482","1","8.99","4.6","30","2019-12-25","85"
"美国","B07NRMHVXX","5789","3","6.59","4.6","30","2019-12-25","44"
"美国","B07JPL8HXX","101844","0","-1","3.8","56","2019-12-25","-1"
"美国","B07JNVGFXX","97783","0","-1","3.8","56","2019-12-25","516"
"美国","B075M4S2XX","12649","1","43.99","4.4","144","2019-12-25","257"
"美国","B075M1F4XX","6931","2","40.99","4.4","144","2019-12-25","155"
"美国","B07G72ZBXX","75578","0","-1","3.6","25","2019-12-25","1436"
"美国","B06ZZRQKXX","3530","4","28.99","4.0","136","2019-12-25","84"
"美国","B06ZZRQLXX","14418","1","-1","4.0","136","2019-12-25","292"
"日本","B01MXRYKXX","18327","-1","-1","3.9","51","2019-12-25","260"
"日本","B01M3V7XXX","1091","-1","2999.0","3.9","51","2019-12-25","16"
"加拿大","B019R84IXX","5628","3","-1","3.3","34","2019-12-25","13"
"加拿大","B06XGYNVXX","9644","1","-1","4.2","775","2019-12-25","233"
"加拿大","B06VTR57XX","701","17","54.99","4.2","775","2019-12-25","27"
"加拿大","B01M8M3EXX","11160","1","-1","4.2","775","2019-12-25","273"
"加拿大","B01M3RWQXX","11572","1","-1","4.2","775","2019-12-25","281"
"加拿大","B01F3DHEXX","3570","4","-1","4.2","775","2019-12-25","98"
"加拿大","B01M3102XX","11421","1","-1","4.2","775","2019-12-25","278"
"美国","B07PQ5XNXX","4969","3","79.99","4.2","52","2019-12-25","97"
"美国","B07PT5WLXX","67275","0","-1","4.2","52","2019-12-25","1048"
"美国","B07PR959XX","16148","1","-1","4.2","52","2019-12-25","233"
"美国","B07S2QGSXX","17424","0","54.99","4.0","66","2019-12-25","84"
"美国","B07RYKZBXX","5749","3","64.99","4.0","66","2019-12-25","54"
"美国","B07MDYLMXX","13327","1","54.99","4.0","66","2019-12-25","73"
"美国","B07JZKP5XX","73559","0","-1","4.0","12","2019-12-25","378"
"美国","B07HNTJ5XX","21350","0","48.99","4.5","131","2019-12-25","419"
"美国","B07HNXVZXX","7146","2","43.99","4.6","164","2019-12-25","106"
"美国","B07HNXPXXX","6222","2","47.99","4.5","131","2019-12-25","97"
"美国","B01N4876XX","5449","3","46.99","4.6","164","2019-12-25","127"
"美国","B01M29YGXX","19930","0","50.99","4.6","164","2019-12-25","391"
"美国","B076KFB4XX","189","42","49.99","4.7","999","2019-12-26","5"
"美国","B072JT9WXX","536","21","79.99","4.7","912","2019-12-26","14"
"美国","B073Q6KLXX","54","92","59.99","4.7","971","2019-12-26","2"
"美国","B01M1L6OXX","1690","8","69.99","4.7","1277","2019-12-26","38"
"美国","B01MTZ4JXX","112","58","39.99","4.3","1242","2019-12-26","3"
"美国","B01F543PXX","11","215","51.49","4.6","2613","2019-12-26","1"
"美国","B01M29YGXX","23478","0","50.99","4.6","164","2019-12-26","430"
"美国","B077ZRP3XX","448","23","38.59","4.3","470","2019-12-26","10"
"美国","B07QBPSQXX","35792","3","29.99","4.9","26","2019-12-26","49"
"美国","B07QBPTNXX","111680","1","39.99","4.9","26","2019-12-26","125"
"美国","B07QLPG6XX","132057","0","38.99","4.6","35","2019-12-26","149"
"美国","B07QPR1PXX","38460","3","33.99","4.6","35","2019-12-26","51"
"美国","B07QLPG8XX","155705","0","-1","4.6","35","2019-12-26","171"
"美国","B07S16PZXX","297585","0","-1","4.8","18","2019-12-26","895"
"美国","B07S291NXX","138128","0","10.99","4.8","18","2019-12-26","444"
"美国","B07S4HN2XX","141398","0","11.99","5.0","2","2019-12-26","-1"
"美国","B07QW51WXX","139715","0","11.99","4.1","15","2019-12-26","-1"
"美国","B07QZBDQXX","178060","0","-1","4.1","15","2019-12-26","-1"
"美国","B07TB3QWXX","106428","0","15.99","4.5","7","2019-12-26","-1"
"美国","B07TB311XX","47284","0","15.99","4.5","7","2019-12-26","-1"
"美国","B07QV4QTXX","172833","0","8.99","3.8","28","2019-12-26","4459"
"美国","B07R1HZVXX","142629","0","8.99","3.8","28","2019-12-26","3737"
"美国","B07QV4S8XX","61381","0","8.99","3.8","28","2019-12-26","1414"
"美国","B07QY6R8XX","123990","0","8.99","3.8","28","2019-12-26","3230"
"美国","B07R2KP9XX","70221","0","8.99","3.8","28","2019-12-26","1686"
"美国","B07QFR2XXX","3570","4","23.99","4.8","15","2019-12-26","31"
"日本","B07R8XZPXX","5749","-1","2680.0","4.5","10","2019-12-26","76"
"日本","B07R5RLPXX","3621","-1","2680.0","4.5","10","2019-12-26","48"
"日本","B07VNCB3XX","1476","-1","2860.0","4.5","10","2019-12-26","19"
"日本","B07VPBDCXX","20656","-1","5880.0","4.5","10","2019-12-26","293"
"日本","B07RB45KXX","35783","-1","2660.0","4.5","10","2019-12-26","525"
"日本","B07RB45XXX","13266","-1","2680.0","4.5","10","2019-12-26","173"
"加拿大","B078NT86XX","1808","8","39.99","4.1","38","2019-12-26","45"
"加拿大","B078NTCXXX","11573","1","-1","4.1","38","2019-12-26","278"
"美国","B07HDYXTXX","-1","-1","-1",,"-1","2019-12-26","-1"
"美国","B07FNMKFXX","100423","0","-1","4.1","4","2019-12-26","-1"
"美国","B07FNPP7XX","10232","1","38.99","4.1","14","2019-12-26","192"
"美国","B07FNP5XXX","58189","0","-1","4.1","14","2019-12-26","1077"
"美国","B07DJ3B1XX","51674","0","-1","4.7","66","2019-12-26","935"
"美国","B07DJ32VXX","17363","0","-1","4.3","470","2019-12-26","305"
"美国","B07TYV11XX","39652","0","46.99","4.7","66","2019-12-26","691"
"美国","B07TSH3BXX","15764","1","45.99","4.7","66","2019-12-26","281"
"美国","B07VMXD6XX","15635","1","36.99","4.3","470","2019-12-26","279"
"美国","B07PSGNTXX","5243","3","36.99","4.3","470","2019-12-26","103"
"美国","B07DJ4ZGXX","848","15","36.99","4.3","470","2019-12-26","19"
"美国","B07DJ429XX","1099","12","38.99","4.3","470","2019-12-26","25"
"美国","B07Y4ZTBXX","2695","6","43.99","4.3","470","2019-12-26","55"
"美国","B07DJ3WCXX","1484","9","43.99","4.3","470","2019-12-26","34"
"美国","B078NVL7XX","670","18","38.99","4.3","470","2019-12-26","17"
"美国","B07KF8L7XX","677","17","37.99","4.3","470","2019-12-26","13"
"美国","B077ZRP3XX","448","23","38.59","4.3","470","2019-12-26","10"
"日本","B07X9LFKXX","3610","-1","3280.0","4.4","7","2019-12-26","47"
"日本","B07XCMZ1XX","5739","-1","3080.0","4.4","7","2019-12-26","75"
"日本","B07D8RK7XX","15393","-1","-1","3.8","35","2019-12-26","27"
"加拿大","B072XDH9XX","12527","1","-1","3.5","20","2019-12-26","33"
"加拿大","B072LW84XX","4778","3","119.99","3.8","35","2019-12-26","8"
"加拿大","B072PRCLXX","9713","1","-1","2.4","20","2019-12-26","28"
"加拿大","B074M715XX","13210","1","-1","4.2","133","2019-12-26","315"
"加拿大","B074M766XX","785","16","45.99","4.2","133","2019-12-26","23"
"加拿大","B074M6KGXX","153","48","39.99","4.2","133","2019-12-26","7"
"加拿大","B072LW5WXX","12018","1","-1","3.9","17","2019-12-26","288"
"加拿大","B072J9CLXX","8649","2","-1","3.8","31","2019-12-26","208"
"加拿大","B072FPR1XX","10917","1","-1","3.9","18","2019-12-26","263"
"加拿大","B07175FDXX","13106","1","-1","4.0","6","2019-12-26","313"
"美国","B07PPGQZXX","43672","0","89.99","4.1","44","2019-12-26","658"
"美国","B07PN9S8XX","13573","1","89.99","4.1","44","2019-12-26","223"
"美国","B07PQLD9XX","47407","0","-1","4.1","44","2019-12-26","707"
"美国","B07PRL2MXX","28902","0","-1","4.1","44","2019-12-26","427"
"美国","B07TS5LSXX","29763","0","-1","4.1","44","2019-12-26","441"
"美国","B071FH4HXX","27636","0","-1","4.1","44","2019-12-26","414"
"美国","B07WMMMDXX","84302","0","-1","4.0","58","2019-12-26","427"
"美国","B07WNT69XX","54506","0","39.99","3.1","4","2019-12-26","832"
"美国","B07WJYSSXX","1343","10","54.99","4.0","58","2019-12-26","4"
"美国","B07WYXSMXX","54492","0","-1","4.0","58","2019-12-26","831"
"日本","B07R7PRDXX","4525","-1","8099.0","4.1","11","2019-12-26","39"
"日本","B07R9XMRXX","1935","-1","8099.0","4.1","11","2019-12-26","13"
"日本","B07WCSYQXX","29272","-1","-1","1.0","3","2019-12-26","188"
"日本","B07R8TS8XX","1954","-1","5899.0","2.0","1","2019-12-26","15"
"加拿大","B071NTQRXX","7899","2","-1","3.7","119","2019-12-26","19"
"加拿大","B071L7RYXX","9567","1","-1","3.7","119","2019-12-26","27"
"加拿大","B0748DQ4XX","6343","2","-1","3.7","119","2019-12-26","15"
"加拿大","B07HSTK9XX","16079","1","-1","4.0","152","2019-12-26","377"
"加拿大","B071RZWGXX","19961","0","-1","4.0","152","2019-12-26","455"
"加拿大","B071S19TXX","17977","0","-1","4.0","152","2019-12-26","412"
"加拿大","B072BP12XX","4854","3","45.99","4.0","152","2019-12-26","125"
"美国","B07JXYLXXX","12165","1","79.99","4.2","25","2019-12-26","200"
"美国","B07JD8ZHXX","84951","0","-1","3.7","18","2019-12-26","292"
"美国","B07HNJZDXX","105114","0","-1","3.8","56","2019-12-26","568"
"美国","B07JW2WSXX","77248","0","-1","3.8","56","2019-12-26","392"
"美国","B07J4S5DXX","59896","0","-1","4.4","29","2019-12-26","1115"
"美国","B07JXYSLXX","78906","0","-1","4.4","33","2019-12-26","1474"
"美国","B07PX249XX","124073","0","-1","4.6","30","2019-12-26","413"
"美国","B07NRMHCXX","21966","0","15.99","4.6","30","2019-12-26","103"
"美国","B07Q2BHCXX","17973","0","8.99","4.6","30","2019-12-26","87"
"美国","B07NRMHVXX","7765","2","6.59","4.6","30","2019-12-26","51"
"美国","B07JPL8HXX","100646","0","-1","3.8","56","2019-12-26","-1"
"美国","B07JNVGFXX","96690","0","-1","3.8","56","2019-12-26","511"
"美国","B075M4S2XX","18593","0","43.99","4.4","144","2019-12-26","338"
"美国","B075M1F4XX","10662","1","40.99","4.4","144","2019-12-26","201"
"美国","B07G72ZBXX","74152","0","-1","3.6","25","2019-12-26","1383"
"美国","B06ZZRQKXX","4579","3","28.99","4.0","136","2019-12-26","91"
"美国","B06ZZRQLXX","17646","0","-1","4.0","136","2019-12-26","314"
"日本","B01MXRYKXX","18202","-1","-1","3.9","51","2019-12-26","254"
"日本","B01M3V7XXX","2184","-1","-1","3.9","51","2019-12-26","25"
"加拿大","B019R84IXX","5818","3","-1","3.3","34","2019-12-26","12"
"加拿大","B06XGYNVXX","9569","1","-1","4.2","782","2019-12-26","228"
"加拿大","B06VTR57XX","142","50","54.99","4.2","782","2019-12-26","6"
"加拿大","B01M8M3EXX","10935","1","-1","4.2","782","2019-12-26","264"
"加拿大","B01M3RWQXX","11332","1","-1","4.2","782","2019-12-26","274"
"加拿大","B01F3DHEXX","3777","4","-1","4.2","782","2019-12-26","96"
"加拿大","B01M3102XX","11210","1","-1","4.2","782","2019-12-26","272"
"美国","B07PQ5XNXX","7238","2","79.99","4.2","52","2019-12-26","121"
"美国","B07PT5WLXX","65967","0","-1","4.2","52","2019-12-26","1030"
"美国","B07PR959XX","17205","0","-1","4.2","52","2019-12-26","267"
"美国","B07S2QGSXX","9059","1","54.99","4.0","66","2019-12-26","61"
"美国","B07RYKZBXX","7465","2","64.99","4.0","66","2019-12-26","57"
"美国","B07MDYLMXX","19453","0","54.99","4.0","66","2019-12-26","90"
"美国","B07JZKP5XX","72042","0","-1","4.0","12","2019-12-26","354"
"美国","B07HNTJ5XX","16348","1","48.99","4.5","131","2019-12-26","292"
"美国","B07HNXVZXX","8482","2","43.99","4.6","164","2019-12-26","101"
"美国","B07HNXPXXX","12428","1","47.99","4.5","131","2019-12-26","120"
"美国","B01N4876XX","4896","3","46.99","4.6","164","2019-12-26","96"
"美国","B01M29YGXX","23478","0","50.99","4.6","164","2019-12-26","430"
"美国","B076KFB4XX","196","41","49.99","4.7","1002","2019-12-27","5"
"美国","B072JT9WXX","610","19","79.99","4.7","914","2019-12-27","15"
"美国","B073Q6KLXX","51","95","59.99","4.7","977","2019-12-27","2"
"美国","B01M1L6OXX","1651","9","-1","4.7","1284","2019-12-27","35"
"美国","B01MTZ4JXX","107","60","39.99","4.3","1247","2019-12-27","3"
"美国","B01F543PXX","18","173","51.49","4.6","2620","2019-12-27","1"
"美国","B01M29YGXX","27013","0","50.99","4.6","164","2019-12-27","495"
"美国","B077ZRP3XX","562","20","38.59","4.3","477","2019-12-27","11"
"美国","B07QBPSQXX","33182","3","29.99","4.9","26","2019-12-27","41"
"美国","B07QBPTNXX","90041","1","39.99","4.9","26","2019-12-27","106"
"美国","B07QLPG6XX","168164","0","38.99","4.6","35","2019-12-27","164"
"美国","B07QPR1PXX","37285","3","33.99","4.6","35","2019-12-27","47"
"美国","B07QLPG8XX","164985","0","-1","4.6","35","2019-12-27","161"
"美国","B07S16PZXX","295514","0","-1","4.8","19","2019-12-27","892"
"美国","B07S291NXX","150063","0","10.99","4.8","19","2019-12-27","481"
"美国","B07S4HN2XX","151778","0","11.99","5.0","2","2019-12-27","-1"
"美国","B07QW51WXX","147330","0","11.99","4.1","15","2019-12-27","-1"
"美国","B07QZBDQXX","177814","0","-1","4.1","15","2019-12-27","-1"
"美国","B07TB3QWXX","69728","0","15.99","4.5","7","2019-12-27","-1"
"美国","B07TB311XX","87901","0","15.99","4.5","7","2019-12-27","-1"
"美国","B07QV4QTXX","180706","0","8.99","3.8","28","2019-12-27","4645"
"美国","B07R1HZVXX","149729","0","8.99","3.8","28","2019-12-27","3924"
"美国","B07QV4S8XX","68837","0","8.99","3.8","28","2019-12-27","1644"
"美国","B07QY6R8XX","67607","0","8.99","3.8","28","2019-12-27","1609"
"美国","B07R2KP9XX","61753","0","8.99","3.8","28","2019-12-27","1447"
"美国","B07QFR2XXX","4356","3","23.99","4.8","15","2019-12-27","39"
"日本","B07R8XZPXX","1484","-1","2680.0","4.5","10","2019-12-27","19"
"日本","B07R5RLPXX","6072","-1","2680.0","4.5","10","2019-12-27","74"
"日本","B07VNCB3XX","1458","-1","2860.0","4.5","10","2019-12-27","18"
"日本","B07VPBDCXX","22823","-1","5880.0","4.5","10","2019-12-27","327"
"日本","B07RB45KXX","36901","-1","2660.0","4.5","10","2019-12-27","544"
"日本","B07RB45XXX","15182","-1","2680.0","4.5","10","2019-12-27","194"
"加拿大","B078NT86XX","2439","6","39.99","4.1","38","2019-12-27","59"
"加拿大","B078NTCXXX","11492","1","-1","4.1","38","2019-12-27","275"
"美国","B07HDYXTXX","-1","-1","-1",,"-1","2019-12-27","-1"
"美国","B07FNMKFXX","99488","0","-1","4.1","4","2019-12-27","-1"
"美国","B07FNPP7XX","10081","1","38.99","4.1","14","2019-12-27","179"
"美国","B07FNP5XXX","58289","0","-1","4.1","14","2019-12-27","1049"
"美国","B07DJ3B1XX","51446","0","-1","4.7","66","2019-12-27","921"
"美国","B07DJ32VXX","20850","0","-1","4.3","477","2019-12-27","389"
"美国","B07TYV11XX","24503","0","46.99","4.7","66","2019-12-27","450"
"美国","B07TSH3BXX","11530","1","45.99","4.7","66","2019-12-27","208"
"美国","B07VMXD6XX","19875","0","36.99","4.3","477","2019-12-27","371"
"美国","B07PSGNTXX","7310","2","36.99","4.3","477","2019-12-27","129"
"美国","B07DJ4ZGXX","861","15","36.99","4.3","477","2019-12-27","19"
"美国","B07DJ429XX","1379","10","38.99","4.3","477","2019-12-27","30"
"美国","B07Y4ZTBXX","3875","4","43.99","4.3","477","2019-12-27","69"
"美国","B07DJ3WCXX","2438","6","43.99","4.3","477","2019-12-27","45"
"美国","B078NVL7XX","645","18","38.99","4.3","477","2019-12-27","16"
"美国","B07KF8L7XX","789","15","37.99","4.3","477","2019-12-27","9"
"美国","B077ZRP3XX","562","20","38.59","4.3","477","2019-12-27","11"
"日本","B07X9LFKXX","6727","-1","3280.0","4.4","7","2019-12-27","84"
"日本","B07XCMZ1XX","1602","-1","3080.0","4.4","7","2019-12-27","21"
"日本","B07D8RK7XX","14915","-1","-1","3.8","35","2019-12-27","21"
"加拿大","B072XDH9XX","12440","1","-1","3.5","20","2019-12-27","33"
"加拿大","B072LW84XX","5186","3","119.99","3.8","35","2019-12-27","6"
"加拿大","B072PRCLXX","9678","1","-1","2.4","20","2019-12-27","24"
"加拿大","B074M715XX","13105","1","-1","4.2","134","2019-12-27","304"
"加拿大","B074M766XX","375","26","45.99","4.2","134","2019-12-27","13"
"加拿大","B074M6KGXX","209","39","39.99","4.2","134","2019-12-27","7"
"加拿大","B072LW5WXX","11925","1","-1","3.9","17","2019-12-27","284"
"加拿大","B072J9CLXX","8653","2","-1","3.8","31","2019-12-27","206"
"加拿大","B072FPR1XX","10828","1","-1","3.9","18","2019-12-27","258"
"加拿大","B07175FDXX","13006","1","-1","4.0","6","2019-12-27","301"
"美国","B07PPGQZXX","47591","0","89.99","4.1","45","2019-12-27","703"
"美国","B07PN9S8XX","17719","0","89.99","4.1","45","2019-12-27","267"
"美国","B07PQLD9XX","48834","0","-1","4.1","45","2019-12-27","724"
"美国","B07PRL2MXX","32620","0","-1","4.1","45","2019-12-27","486"
"美国","B07TS5LSXX","33114","0","-1","4.1","45","2019-12-27","500"
"美国","B071FH4HXX","30619","0","-1","4.1","45","2019-12-27","448"
"美国","B07WMMMDXX","83512","0","-1","4.0","61","2019-12-27","418"
"美国","B07WNT69XX","56654","0","39.99","3.1","4","2019-12-27","856"
"美国","B07WJYSSXX","2208","7","54.99","4.0","61","2019-12-27","5"
"美国","B07WYXSMXX","54876","0","-1","4.0","61","2019-12-27","821"
"日本","B07R7PRDXX","4332","-1","8099.0","4.1","12","2019-12-27","35"
"日本","B07R9XMRXX","2349","-1","8099.0","4.1","12","2019-12-27","13"
"日本","B07WCSYQXX","29480","-1","-1","1.0","3","2019-12-27","188"
"日本","B07R8TS8XX","3319","-1","5899.0","2.0","1","2019-12-27","26"
"加拿大","B071NTQRXX","7869","2","-1","3.7","119","2019-12-27","16"
"加拿大","B071L7RYXX","9558","1","-1","3.7","119","2019-12-27","22"
"加拿大","B0748DQ4XX","6614","2","-1","3.7","119","2019-12-27","14"
"加拿大","B07HSTK9XX","15931","1","-1","4.0","152","2019-12-27","367"
"加拿大","B071RZWGXX","19822","0","-1","4.0","152","2019-12-27","447"
"加拿大","B071S19TXX","17823","0","-1","4.0","152","2019-12-27","405"
"加拿大","B072BP12XX","5199","3","-1","4.0","152","2019-12-27","123"
"美国","B07JXYLXXX","10860","1","79.99","4.2","25","2019-12-27","178"
"美国","B07JD8ZHXX","84047","0","-1","3.7","18","2019-12-27","294"
"美国","B07HNJZDXX","104580","0","-1","3.8","56","2019-12-27","554"
"美国","B07JW2WSXX","76579","0","-1","3.8","56","2019-12-27","378"
"美国","B07J4S5DXX","60050","0","-1","4.4","29","2019-12-27","1096"
"美国","B07JXYSLXX","77972","0","-1","4.4","33","2019-12-27","1444"
"美国","B07PX249XX","124018","0","-1","4.6","30","2019-12-27","407"
"美国","B07NRMHCXX","32738","0","15.99","4.6","30","2019-12-27","129"
"美国","B07Q2BHCXX","25781","0","8.99","4.6","30","2019-12-27","105"
"美国","B07NRMHVXX","10838","1","6.59","4.6","30","2019-12-27","57"
"美国","B07JPL8HXX","99814","0","-1","3.8","56","2019-12-27","-1"
"美国","B07JNVGFXX","95958","0","-1","3.8","56","2019-12-27","501"
"美国","B075M4S2XX","22636","0","-1","4.4","145","2019-12-27","425"
"美国","B075M1F4XX","8542","2","40.99","4.4","145","2019-12-27","146"
"美国","B07G72ZBXX","73337","0","-1","3.6","25","2019-12-27","1364"
"美国","B06ZZRQKXX","7385","2","28.99","4.0","137","2019-12-27","130"
"美国","B06ZZRQLXX","18906","0","-1","4.0","137","2019-12-27","353"
"日本","B01MXRYKXX","17667","-1","-1","3.9","51","2019-12-27","234"
"日本","B01M3V7XXX","3325","-1","-1","3.9","51","2019-12-27","43"
"加拿大","B019R84IXX","6099","2","-1","3.3","34","2019-12-27","11"
"加拿大","B06XGYNVXX","9645","1","-1","4.2","783","2019-12-27","227"
"加拿大","B06VTR57XX","181","43","54.99","4.2","783","2019-12-27","6"
"加拿大","B01M8M3EXX","10845","1","-1","4.2","783","2019-12-27","259"
